lat,lng,gps_time_ms,altitude,speed,horizontal_accuracy,vertical_accuracy,driver_status,battery_level,type
46.1943727,6.1617555,1452157495767,469.0,0.0,10.0,10.0,open,1.0,impression
46.1943906,6.1617058,1452157555784,473.0,0.0,9.0,9.0,open,1.0,impression
46.1943914,6.1617049,1452157593780,473.0,0.0,11.0,11.0,open,1.0,lifecycle
46.1944048,6.1617505,1452157690756,475.0,0.0,7.0,7.0,open,1.0,lifecycle
46.1944049,6.1617506,1452157692760,475.0,0.0,7.0,7.0,open,1.0,impression
46.194431,6.1618205,1452157738756,476.0,0.0,3.9,3.9,open,1.0,impression
46.1944338,6.1618194,1452157799788,476.0,0.0,3.9,3.9,open,1.0,impression
46.194437,6.16182,1452157851772,476.0,0.0,4.0,4.0,open,1.0,lifecycle
46.1944379,6.1618203,1452157879783,476.0,0.0,5.0,5.0,open,1.0,lifecycle
46.1944379,6.1618203,1452157879783,476.0,0.0,5.0,5.0,open,1.0,tap
46.1944379,6.1618203,1452157879783,476.0,0.0,5.0,5.0,open,1.0,impression
46.1944382,6.1618208,1452157925792,476.0,0.0,4.0,4.0,open,1.0,tap
46.1944382,6.1618208,1452157925792,476.0,0.0,4.0,4.0,open,1.0,impression
46.1944421,6.1618201,1452157981768,477.0,0.0,4.0,4.0,open,1.0,lifecycle
46.1929306,6.1627301,1452158581752,472.0,0.0,3.9,3.9,open,1.0,impression
46.1929306,6.1627299,1452158583788,472.0,0.0,3.9,3.9,open,1.0,tap
46.1929546,6.1627365,1452159019778,475.0,0.0,3.9,3.9,open,1.0,lifecycle
46.1929545,6.1627365,1452159023761,475.0,0.0,4.0,4.0,open,1.0,impression
46.1929542,6.1627364,1452159046769,475.0,0.0,4.0,4.0,open,1.0,lifecycle
46.1929496,6.1627356,1452159508776,475.0,0.0,3.9,3.9,dispatching,1.0,impression
46.1929496,6.1627356,1452159508776,475.0,0.0,3.9,3.9,dispatching,1.0,lifecycle
46.1929493,6.1627355,1452159514752,475.0,0.0,3.9,3.9,accepted,1.0,tap
46.1929493,6.1627354,1452159518755,475.0,0.0,3.9,3.9,accepted,1.0,impression
46.1929567,6.1627648,1452159524766,477.0,0.0,4.0,4.0,accepted,1.0,tap
46.1929567,6.1627648,1452159524766,477.0,0.0,4.0,4.0,accepted,1.0,impression
46.1929567,6.1627648,1452159524766,477.0,0.0,4.0,4.0,accepted,1.0,lifecycle
46.1923978,6.1637919,1452159579780,470.0,0.0,3.0,3.0,accepted,1.0,lifecycle
46.1924064,6.1637887,1452159582749,470.0,0.0,3.0,3.0,accepted,1.0,tap
46.1924064,6.1637887,1452159582749,470.0,0.0,3.0,3.0,accepted,1.0,impression
46.1924111,6.163787,1452159584759,470.0,0.0,3.9,3.9,accepted,1.0,lifecycle
46.1924111,6.163787,1452159584759,470.0,0.0,3.9,3.9,accepted,1.0,impression
46.1906993,6.1631152,1452159815767,483.0,1.2218839,3.0,3.0,arrived,1.0,tap
46.1906993,6.1631152,1452159815767,483.0,1.2218839,3.0,3.0,arrived,1.0,lifecycle
46.1907265,6.1631303,1452159818750,483.0,0.0,3.9,3.9,arrived,1.0,impression
46.1907828,6.163213,1452159828807,0.0,0.0,16.437,16.437,on_trip,1.0,tap
46.1907828,6.163213,1452159828807,0.0,0.0,16.437,16.437,on_trip,1.0,impression
46.1907814,6.163227,1452159831758,486.0,0.0,3.0,3.0,on_trip,1.0,impression
46.1877897,6.1591978,1452159910772,470.0,8.650694,7.0,7.0,on_trip,1.0,tap
46.1867752,6.1571989,1452159968903,0.0,0.0,5.833,5.833,on_trip,1.0,tap
46.1867752,6.1571989,1452159968903,0.0,0.0,5.833,5.833,on_trip,1.0,impression
46.186915,6.1568667,1452159977778,481.0,7.0301137,3.0,3.0,on_trip,1.0,tap
46.186915,6.1568667,1452159977778,481.0,7.0301137,3.0,3.0,on_trip,1.0,impression
46.1870314,6.156605,1452159980743,480.0,8.1712,3.9,3.9,on_trip,1.0,lifecycle
46.1870314,6.156605,1452159980743,480.0,8.1712,3.9,3.9,on_trip,1.0,impression
46.1915296,6.1490512,1452160165761,436.0,0.0,3.0,3.0,on_trip,1.0,tap
46.1915296,6.1490512,1452160165761,436.0,0.0,3.0,3.0,on_trip,1.0,lifecycle
46.1915296,6.1490512,1452160165761,436.0,0.0,3.0,3.0,open,1.0,impression
46.1915303,6.1490526,1452160168756,435.0,0.0,3.9,3.9,open,1.0,impression
46.1915303,6.1490526,1452160168756,435.0,0.0,3.9,3.9,open,1.0,tap
46.191528,6.1490638,1452160171755,435.0,0.0,3.0,3.0,open,1.0,impression
46.191528,6.1490638,1452160171755,435.0,0.0,3.0,3.0,open,1.0,tap
46.1915275,6.1490671,1452160174745,435.0,0.0,3.9,3.9,open,1.0,impression
46.1930432,6.1527214,1452160236755,454.0,9.224994,5.0,5.0,open,1.0,impression
46.1946098,6.154624,1452160295781,473.0,0.0,4.0,4.0,open,1.0,impression
46.1958527,6.1557751,1452160356771,477.0,7.277486,5.0,5.0,open,1.0,impression
46.1935524,6.161362,1452160413796,475.0,9.132415,4.0,4.0,open,1.0,impression
46.1938639,6.1630383,1452160475785,474.0,1.6245923,3.0,3.0,open,1.0,impression
46.1938987,6.1631167,1452160516777,471.0,0.0,3.9,3.9,dispatching,1.0,lifecycle
46.1939999,6.1630621,1452161117791,470.0,0.0,9.0,9.0,dispatching,1.0,impression
46.1939999,6.1630621,1452161117791,470.0,0.0,9.0,9.0,dispatching,1.0,tap
46.1939942,6.1630663,1452161273743,467.0,0.0,3.9,3.9,dispatching,1.0,impression
46.1939942,6.1630663,1452161273743,467.0,0.0,3.9,3.9,dispatching,1.0,lifecycle
46.1939942,6.1630664,1452161275751,467.0,0.0,4.0,4.0,dispatching,1.0,impression
46.1939943,6.1630665,1452161283748,467.0,0.0,4.0,4.0,dispatching,1.0,tap
46.1939943,6.1630665,1452161285756,467.0,0.0,4.0,4.0,arrived,1.0,impression
46.1939921,6.1630808,1452161287744,468.0,0.0,4.0,4.0,arrived,1.0,tap
46.1939921,6.1630808,1452161287744,468.0,0.0,4.0,4.0,arrived,1.0,impression
46.193989,6.1630767,1452161289889,0.0,0.0,5.974,5.974,arrived,1.0,lifecycle
46.193989,6.1630767,1452161289889,0.0,0.0,5.974,5.974,arrived,1.0,impression
46.2004723,6.1670357,1452161519764,488.0,0.57870543,14.0,14.0,arrived,1.0,tap
46.2004723,6.1670357,1452161519764,488.0,0.57870543,14.0,14.0,arrived,1.0,lifecycle
46.2003633,6.167217,1452161522758,477.0,1.0163661,8.0,8.0,arrived,1.0,impression
46.2004078,6.1672788,1452161527757,472.0,0.0,9.0,9.0,arrived,1.0,tap
46.2004078,6.1672788,1452161527757,472.0,0.0,9.0,9.0,arrived,1.0,impression
46.2004644,6.1673546,1452161538785,464.0,0.0,6.0,6.0,arrived,1.0,lifecycle
46.2004644,6.1673546,1452161538785,464.0,0.0,6.0,6.0,arrived,1.0,impression
46.2004652,6.1673548,1452161553752,464.0,0.0,10.0,10.0,arrived,1.0,lifecycle
46.2004625,6.1673573,1452161710771,465.0,0.0,9.0,9.0,arrived,1.0,tap
46.2004625,6.1673573,1452161710771,465.0,0.0,9.0,9.0,arrived,1.0,impression
46.2004624,6.1673575,1452161712964,0.0,0.0,11.763,11.763,arrived,1.0,impression
46.2003995,6.1673854,1452161924768,473.0,0.0,9.0,9.0,on_trip,1.0,tap
46.2003995,6.1673854,1452161924768,473.0,0.0,9.0,9.0,on_trip,1.0,impression
46.2003992,6.1673853,1452161928737,473.0,0.0,9.0,9.0,on_trip,1.0,impression
46.2003988,6.1673852,1452161932766,474.0,0.0,10.0,10.0,on_trip,1.0,tap
46.2003988,6.1673852,1452161932766,474.0,0.0,10.0,10.0,on_trip,1.0,impression
46.2003982,6.1673852,1452161936745,474.0,0.0,11.0,11.0,on_trip,1.0,lifecycle
46.2003982,6.1673852,1452161936745,474.0,0.0,11.0,11.0,on_trip,1.0,impression
46.2103415,6.1445389,1452162585783,446.0,0.0,3.0,3.0,on_trip,1.0,tap
46.2103415,6.1445389,1452162585783,446.0,0.0,3.0,3.0,on_trip,1.0,lifecycle
46.2103395,6.1445193,1452162590741,448.0,0.0,3.9,3.9,on_trip,1.0,tap
46.2103395,6.1445193,1452162590741,448.0,0.0,3.9,3.9,on_trip,1.0,impression
46.2103326,6.1444754,1452162595762,451.0,0.0,3.0,3.0,open,1.0,tap
46.2103326,6.1444754,1452162595762,451.0,0.0,3.0,3.0,open,1.0,impression
46.2103314,6.144461,1452162597785,452.0,0.0,3.0,3.0,open,1.0,impression
46.2103314,6.144461,1452162597785,452.0,0.0,3.0,3.0,open,1.0,tap
46.2103309,6.1444533,1452162600743,453.0,0.0,3.9,3.9,open,1.0,impression
46.2103312,6.1444522,1452162602738,453.0,0.0,3.9,3.9,open,1.0,impression
46.210375,6.1444697,1452162656753,452.0,0.0,3.9,3.9,open,1.0,tap
46.210375,6.1444697,1452162656753,452.0,0.0,3.9,3.9,open,1.0,impression
46.2103749,6.1444701,1452162665758,452.0,0.0,3.0,3.0,dispatching,1.0,lifecycle
46.2105376,6.1441803,1452162738746,450.0,0.0,3.9,3.9,dispatching,1.0,impression
46.2105376,6.1441803,1452162738746,450.0,0.0,3.9,3.9,dispatching,1.0,lifecycle
46.2105376,6.1441803,1452162738746,450.0,0.0,3.9,3.9,accepted,1.0,impression
46.2105377,6.1441802,1452162741751,450.0,0.0,3.0,3.0,accepted,1.0,impression
46.2105378,6.14418,1452162744736,450.0,0.0,3.9,3.9,accepted,1.0,tap
46.2105378,6.14418,1452162744736,450.0,0.0,3.9,3.9,accepted,1.0,impression
46.2105379,6.1441799,1452162746741,450.0,0.0,3.9,3.9,accepted,1.0,tap
46.2105379,6.1441799,1452162746741,450.0,0.0,3.9,3.9,accepted,1.0,impression
46.210538,6.1441798,1452162748753,450.0,0.0,3.9,3.9,accepted,1.0,lifecycle
46.210538,6.1441798,1452162748753,450.0,0.0,3.9,3.9,accepted,1.0,impression
46.2105379,6.1441798,1452162761755,450.0,0.0,3.0,3.0,accepted,1.0,lifecycle
46.2105379,6.1441798,1452162761755,450.0,0.0,3.0,3.0,arrived,1.0,tap
46.2105379,6.1441798,1452162761755,450.0,0.0,3.0,3.0,arrived,1.0,impression
46.2105378,6.1441798,1452162764739,450.0,0.0,3.9,3.9,arrived,1.0,lifecycle
46.2105378,6.1441798,1452162764739,450.0,0.0,3.9,3.9,arrived,1.0,impression
46.220048,6.1408851,1452162972747,462.0,0.0,3.0,3.0,arrived,1.0,tap
46.220048,6.1408851,1452162972747,462.0,0.0,3.0,3.0,arrived,1.0,lifecycle
46.220048,6.1408851,1452162972747,462.0,0.0,3.0,3.0,arrived,1.0,impression
46.2200438,6.1408796,1452162974749,460.0,0.0,3.0,3.0,arrived,1.0,impression
46.2200374,6.140882,1452162980773,457.0,0.0,3.0,3.0,on_trip,1.0,tap
46.2200374,6.140882,1452162980773,457.0,0.0,3.0,3.0,on_trip,1.0,impression
46.2200371,6.1408833,1452162985768,456.0,0.0,3.9,3.9,on_trip,1.0,tap
46.2200371,6.1408833,1452162985768,456.0,0.0,3.9,3.9,on_trip,1.0,impression
46.2200371,6.1408833,1452162985768,456.0,0.0,3.9,3.9,on_trip,1.0,lifecycle
46.1957846,6.1367519,1452163599764,428.0,0.20615529,3.9,3.9,on_trip,1.0,tap
46.1957846,6.1367519,1452163599764,428.0,0.20615529,3.9,3.9,on_trip,1.0,lifecycle
46.1957884,6.1367387,1452163602773,427.0,0.0,3.0,3.0,on_trip,1.0,impression
46.1957884,6.1367387,1452163602773,427.0,0.0,3.0,3.0,on_trip,1.0,tap
46.1957913,6.1367299,1452163605736,427.0,0.0,3.9,3.9,open,1.0,impression
46.1957913,6.1367312,1452163607741,427.0,0.0,3.9,3.9,open,1.0,tap
46.1957913,6.1367312,1452163607741,427.0,0.0,3.9,3.9,open,1.0,impression
46.1957926,6.1367295,1452163610754,427.0,0.0,3.0,3.0,open,1.0,impression
46.1957925,6.1367288,1452163612740,427.0,0.0,3.0,3.0,open,1.0,impression
46.1957928,6.1367285,1452163624760,428.0,0.0,3.0,3.0,open,1.0,impression
46.1957929,6.1367284,1452163627757,428.0,0.0,3.9,3.9,open,1.0,impression
46.1957938,6.1367279,1452163671752,428.0,0.0,3.9,3.9,open,1.0,impression
46.195794,6.1367273,1452163701754,428.0,0.0,3.9,3.9,open,1.0,tap
46.195794,6.1367273,1452163701754,428.0,0.0,3.9,3.9,open,1.0,impression
46.1957942,6.1367272,1452163706759,428.0,0.0,3.0,3.0,open,1.0,tap
46.1957942,6.1367272,1452163706759,428.0,0.0,3.0,3.0,open,1.0,impression
46.1957948,6.1367267,1452163716787,428.0,0.0,3.0,3.0,open,1.0,tap
46.195795,6.1367267,1452163719758,428.0,0.0,3.9,3.9,open,1.0,impression
46.1957952,6.1367264,1452163724744,428.0,0.0,3.0,3.0,open,1.0,tap
46.1957952,6.1367264,1452163724744,428.0,0.0,3.0,3.0,open,1.0,impression
46.1957954,6.1367262,1452163730799,428.0,0.0,3.0,3.0,open,1.0,tap
46.1957954,6.1367262,1452163730799,428.0,0.0,3.0,3.0,open,1.0,impression
46.1957955,6.1367261,1452163735737,428.0,0.0,3.9,3.9,open,1.0,lifecycle
46.1937157,6.1398594,1452163836766,426.0,0.0,3.0,3.0,open,1.0,lifecycle
46.1937157,6.1398594,1452163836766,426.0,0.0,3.0,3.0,open,1.0,impression
46.1937157,6.1398594,1452163836766,426.0,0.0,3.0,3.0,open,1.0,tap
46.1937092,6.1398554,1452163839757,425.0,0.0,3.9,3.9,open,1.0,impression
46.1937069,6.1398526,1452163855762,425.0,0.0,4.0,4.0,open,1.0,tap
46.193707,6.1398527,1452163858748,425.0,0.0,3.0,3.0,open,1.0,impression
46.1887642,6.1424542,1452163927761,436.0,9.260345,4.0,4.0,open,1.0,tap
46.1887642,6.1424542,1452163927761,436.0,9.260345,4.0,4.0,open,1.0,impression
46.1885774,6.1425382,1452163930745,437.0,6.3848963,4.0,4.0,open,1.0,impression
46.1873607,6.1443005,1452163991765,435.0,8.360005,3.9,3.9,open,1.0,impression
46.1852314,6.1461558,1452164051790,437.0,0.0,3.9,3.9,open,1.0,impression
46.1852487,6.1461577,1452164069759,436.0,0.0,3.9,3.9,open,1.0,tap
46.1852487,6.1461577,1452164069759,436.0,0.0,3.9,3.9,open,1.0,impression
46.1852487,6.1461576,1452164072755,436.0,0.0,3.0,3.0,open,1.0,impression
46.1852487,6.1461576,1452164074773,436.0,0.0,3.0,3.0,open,1.0,tap
46.1852487,6.1461576,1452164074773,436.0,0.0,3.0,3.0,open,1.0,impression
46.1837413,6.1516473,1452164136747,437.0,4.531313,3.0,3.0,open,1.0,impression
46.1837236,6.1519423,1452164180766,437.0,0.0,3.0,3.0,open,1.0,tap
46.1837237,6.1519422,1452164188751,437.0,0.0,3.0,3.0,offline,1.0,impression
46.1837237,6.1519422,1452164188751,437.0,0.0,3.0,3.0,offline,1.0,lifecycle
46.1827396,6.1555171,1452164703089,0.0,0.0,1000.0,1000.0,\N,0.98,lifecycle
46.1888748,6.1474055,1452165705906,0.0,0.0,899.999,899.999,offline,0.98,impression
46.1888748,6.1474055,1452165705906,0.0,0.0,899.999,899.999,open,0.98,impression
46.1888748,6.1474055,1452165705906,0.0,0.0,899.999,899.999,open,0.98,tap
46.1835335,6.1520366,1452165720758,415.0,0.0,26.0,26.0,open,0.98,lifecycle
46.1836113,6.1518431,1452166014745,433.0,0.0,14.0,14.0,open,0.98,lifecycle
46.1836113,6.1518431,1452166014745,433.0,0.0,14.0,14.0,open,0.98,impression
46.1835475,6.1519435,1452166046776,428.0,0.30463094,5.0,5.0,open,0.98,lifecycle
46.1835472,6.1519318,1452166128740,428.0,0.0,5.0,5.0,open,0.98,lifecycle
46.1835472,6.1519318,1452166128740,428.0,0.0,5.0,5.0,open,0.98,impression
46.1835473,6.1519316,1452166138779,428.0,0.0,5.0,5.0,open,0.98,lifecycle
46.1836837,6.1519344,1452166277126,432.0,0.0,4.0,4.0,open,0.98,lifecycle
46.1836837,6.1519345,1452166280754,432.0,0.0,3.9,3.9,open,0.98,impression
46.1836851,6.1519346,1452166294740,432.0,0.0,3.9,3.9,open,0.98,impression
46.1836858,6.1519344,1452166329761,432.0,0.0,3.9,3.9,open,0.98,lifecycle
46.1836857,6.1519339,1452166341770,432.0,0.0,3.9,3.9,open,0.98,lifecycle
46.1836857,6.1519339,1452166341770,432.0,0.0,3.9,3.9,open,0.98,impression
46.1839329,6.1522558,1452166403760,435.0,3.281006,3.9,3.9,open,0.98,impression
46.1837881,6.1527531,1452166411764,434.0,3.4800143,3.9,3.9,open,0.98,lifecycle
46.1837859,6.1527985,1452166429771,437.0,0.0,3.9,3.9,open,0.98,lifecycle
46.1837342,6.1529253,1452166433740,437.0,4.82001,3.9,3.9,open,0.98,impression
46.1832087,6.1584605,1452166492759,442.0,9.419129,3.9,3.9,open,0.98,impression
46.1864456,6.1580468,1452166552758,472.0,7.650007,4.0,4.0,open,0.98,impression
46.1884455,6.159954,1452166610759,470.0,11.490435,4.0,4.0,open,0.98,impression
46.1907221,6.1623388,1452166672771,474.0,0.0,3.9,3.9,open,0.98,impression
46.1907377,6.1623289,1452166678738,476.0,0.0,4.0,4.0,open,0.98,lifecycle
46.1907535,6.1623178,1452167278758,478.0,0.0,9.0,9.0,open,0.98,impression
46.1907535,6.1623178,1452167278758,478.0,0.0,9.0,9.0,open,0.98,tap
46.1907538,6.162316,1452167422740,479.0,0.0,9.0,9.0,open,0.98,lifecycle
46.1907538,6.162316,1452167422740,479.0,0.0,9.0,9.0,open,0.98,impression
46.1907545,6.1623152,1452167433760,479.0,0.0,9.0,9.0,open,0.98,lifecycle
46.1907575,6.1623112,1452167633761,480.0,0.0,9.0,9.0,open,0.98,lifecycle
46.1907575,6.1623112,1452167633761,480.0,0.0,9.0,9.0,open,0.98,impression
46.1907575,6.1623112,1452167633761,480.0,0.0,9.0,9.0,open,0.98,tap
46.1907579,6.1623111,1452167639764,480.0,0.0,9.0,9.0,open,0.98,tap
46.1907579,6.1623111,1452167639764,480.0,0.0,9.0,9.0,open,0.98,impression
46.1907571,6.1623114,1452167679799,480.0,0.0,10.0,10.0,open,0.98,lifecycle
46.190757,6.1623109,1452167703754,480.0,0.0,10.0,10.0,open,0.98,lifecycle
46.190757,6.1623107,1452167707736,480.0,0.0,10.0,10.0,open,0.98,lifecycle
46.1907567,6.1623099,1452167893745,480.0,0.0,9.0,9.0,open,0.98,lifecycle
46.1907567,6.1623099,1452167893745,480.0,0.0,9.0,9.0,open,0.98,tap
46.1907567,6.1623099,1452167893745,480.0,0.0,9.0,9.0,open,0.98,impression
46.1907567,6.1623099,1452167898732,480.0,0.0,9.0,9.0,open,0.98,lifecycle
46.190756,6.1623099,1452168018748,480.0,0.0,11.0,11.0,open,0.98,lifecycle
46.190756,6.1623099,1452168018748,480.0,0.0,11.0,11.0,open,0.98,impression
46.1907559,6.1623099,1452168022730,480.0,0.0,11.0,11.0,open,0.98,lifecycle
46.1907558,6.16231,1452168052767,480.0,0.0,12.0,12.0,open,0.98,lifecycle
46.1907558,6.16231,1452168052767,480.0,0.0,12.0,12.0,open,0.98,impression
46.1907557,6.1623099,1452168055732,480.0,0.0,10.0,10.0,open,0.98,lifecycle
46.1907557,6.1623098,1452168057733,480.0,0.0,9.0,9.0,open,0.98,lifecycle
46.1907557,6.1623098,1452168057733,480.0,0.0,9.0,9.0,open,0.98,impression
46.1909771,6.1626712,1452168115761,469.0,0.0,3.9,3.9,open,0.98,impression
46.1918368,6.163624,1452168141768,466.0,11.696175,4.0,4.0,dispatching,0.98,impression
46.1923457,6.1641294,1452168147748,466.0,10.731654,4.0,4.0,accepted,0.98,tap
46.1923457,6.1641294,1452168147748,466.0,10.731654,4.0,4.0,accepted,0.98,impression
46.1927023,6.1644504,1452168151761,466.0,12.810157,5.0,5.0,accepted,0.98,tap
46.1927023,6.1644504,1452168151761,466.0,12.810157,5.0,5.0,accepted,0.98,impression
46.1929962,6.1647493,1452168155736,467.0,9.715951,6.0,6.0,accepted,0.98,lifecycle
46.1929962,6.1647493,1452168155736,467.0,9.715951,6.0,6.0,accepted,0.98,impression
46.1924692,6.1641934,1452168236755,472.0,0.0,3.9,3.9,accepted,0.98,lifecycle
46.1924692,6.1641934,1452168241738,472.0,0.0,3.0,3.0,accepted,0.98,tap
46.1924692,6.1641934,1452168241738,472.0,0.0,3.0,3.0,accepted,0.98,impression
46.1924692,6.1641934,1452168246744,472.0,0.0,3.9,3.9,arrived,0.98,lifecycle
46.1924692,6.1641934,1452168246744,472.0,0.0,3.9,3.9,arrived,0.98,impression
46.1665947,6.1855568,1452168657759,473.0,0.19026297,4.0,4.0,arrived,0.98,tap
46.1665947,6.1855568,1452168657759,473.0,0.19026297,4.0,4.0,arrived,0.98,lifecycle
46.1665947,6.1855568,1452168657759,473.0,0.19026297,4.0,4.0,arrived,0.98,impression
46.16659,6.185558,1452168660730,473.0,0.0,3.9,3.9,arrived,0.98,impression
46.1665833,6.1855643,1452168698758,474.0,0.0,3.9,3.9,on_trip,0.98,tap
46.1665833,6.1855643,1452168698758,474.0,0.0,3.9,3.9,on_trip,0.98,impression
46.1665833,6.1855643,1452168701745,474.0,0.0,3.0,3.0,on_trip,0.98,tap
46.1665833,6.1855643,1452168701745,474.0,0.0,3.0,3.0,on_trip,0.98,impression
46.1665833,6.1855643,1452168703746,474.0,0.0,3.0,3.0,on_trip,0.98,lifecycle
46.1665833,6.1855643,1452168703746,474.0,0.0,3.0,3.0,on_trip,0.98,impression
46.1938419,6.1485336,1452169435762,439.0,0.0,3.0,3.0,on_trip,0.98,tap
46.1938419,6.1485336,1452169435762,439.0,0.0,3.0,3.0,on_trip,0.98,lifecycle
46.19384,6.1485371,1452169438730,439.0,0.0,3.9,3.9,on_trip,0.98,impression
46.1937616,6.1485897,1452169467761,442.0,2.6200762,4.0,4.0,on_trip,0.98,impression
46.1936995,6.1489684,1452169494770,449.0,0.0,10.0,10.0,open,0.98,tap
46.1936995,6.1489684,1452169494770,449.0,0.0,10.0,10.0,open,0.98,impression
46.1937001,6.1489688,1452169497733,449.0,0.0,10.0,10.0,open,0.98,tap
46.1937002,6.1489689,1452169499747,449.0,0.0,10.0,10.0,open,0.98,impression
46.1941096,6.1487017,1452169560739,442.0,0.0,9.0,9.0,open,0.98,impression
46.1947888,6.1496722,1452169619746,443.0,7.628604,3.9,3.9,open,0.98,impression
46.1947175,6.1516349,1452169678753,451.0,0.0,3.9,3.9,open,0.98,impression
46.1947168,6.1516362,1452169738749,451.0,0.0,4.0,4.0,open,0.98,impression
46.1947148,6.1516368,1452169798746,451.0,0.0,4.0,4.0,open,0.98,impression
46.1946184,6.1518699,1452169860732,449.0,5.84,3.9,3.9,open,0.98,impression
46.1941893,6.1528876,1452169872767,449.0,7.6300263,4.0,4.0,open,0.98,lifecycle
46.1938344,6.1536779,1452169932746,456.0,0.0,3.9,3.9,open,0.98,lifecycle
46.1938344,6.1536779,1452169932746,456.0,0.0,3.9,3.9,open,0.98,impression
46.1938344,6.1536779,1452169932746,456.0,0.0,3.9,3.9,open,0.98,tap
46.1938339,6.153678,1452169936746,456.0,0.0,3.9,3.9,open,0.98,tap
46.1938339,6.153678,1452169936746,456.0,0.0,3.9,3.9,open,0.98,impression
46.1938334,6.1536783,1452169940749,456.0,0.0,3.9,3.9,open,0.98,tap
46.1938334,6.1536783,1452169940749,456.0,0.0,3.9,3.9,open,0.98,impression
46.1938326,6.1536851,1452169944744,456.0,0.8338465,3.9,3.9,open,0.98,tap
46.1938326,6.1536851,1452169944744,456.0,0.8338465,3.9,3.9,open,0.98,impression
46.1932622,6.1548101,1452169960772,460.0,2.936205,4.0,4.0,open,0.98,tap
46.1932622,6.1548101,1452169960772,460.0,2.936205,4.0,4.0,open,0.98,impression
46.1924294,6.1563875,1452170018750,464.0,0.0,3.9,3.9,open,0.98,impression
46.1924507,6.1563511,1452170078746,466.0,1.0688778,3.9,3.9,open,0.98,impression
46.1924463,6.1563496,1452170140752,468.0,0.0,5.0,5.0,open,0.98,impression
46.1924471,6.1563508,1452170200751,468.0,0.0,10.0,10.0,open,0.98,impression
46.1924472,6.1563508,1452170204761,468.0,0.0,11.0,11.0,open,0.98,lifecycle
46.1924473,6.1563511,1452170260724,468.0,0.0,11.0,11.0,open,0.98,lifecycle
46.1924474,6.1563511,1452170263726,468.0,0.0,10.0,10.0,open,0.98,impression
46.1924475,6.1563511,1452170265728,468.0,0.0,10.0,10.0,open,0.98,tap
46.1924475,6.1563511,1452170265728,468.0,0.0,10.0,10.0,open,0.98,impression
46.1924475,6.1563511,1452170269758,468.0,0.0,10.0,10.0,open,0.98,tap
46.1924475,6.1563511,1452170269758,468.0,0.0,10.0,10.0,open,0.98,impression
46.1924497,6.1563525,1452170325761,468.0,0.0,11.0,11.0,open,0.98,tap
46.1924497,6.1563525,1452170325761,468.0,0.0,11.0,11.0,open,0.98,impression
46.1924497,6.1563525,1452170339736,468.0,0.0,10.0,10.0,dispatching,0.98,impression
46.1924501,6.1563526,1452170353751,469.0,0.0,11.0,11.0,accepted,0.98,tap
46.1924501,6.1563526,1452170353751,469.0,0.0,11.0,11.0,accepted,0.98,impression
46.1924504,6.1563526,1452170357727,469.0,0.0,11.0,11.0,accepted,0.98,tap
46.1924504,6.1563526,1452170357727,469.0,0.0,11.0,11.0,accepted,0.98,impression
46.1924504,6.1563525,1452170359917,0.0,0.0,12.516,12.516,accepted,0.98,lifecycle
46.1924504,6.1563525,1452170359917,0.0,0.0,12.516,12.516,accepted,0.98,impression
46.1922289,6.1544161,1452170438734,471.0,4.625635,4.0,4.0,accepted,0.98,lifecycle
46.1922289,6.1544161,1452170438734,471.0,4.625635,4.0,4.0,accepted,0.98,tap
46.1922289,6.1544161,1452170438734,471.0,4.625635,4.0,4.0,accepted,0.98,impression
46.1921236,6.1546529,1452170443761,472.0,3.6600137,4.0,4.0,accepted,0.98,lifecycle
46.1921236,6.1546529,1452170443761,472.0,3.6600137,4.0,4.0,accepted,0.98,impression
46.1912465,6.1563298,1452170473722,474.0,1.1011358,3.9,3.9,accepted,0.98,lifecycle
46.1911438,6.1564972,1452170590752,473.0,0.0,3.0,3.0,on_trip,0.98,impression
46.1911438,6.1564972,1452170590752,473.0,0.0,3.0,3.0,on_trip,0.98,tap
46.1911437,6.1564972,1452170593725,473.0,0.0,3.9,3.9,on_trip,0.98,impression
46.1911437,6.1564972,1452170596730,473.0,0.0,3.0,3.0,on_trip,0.98,tap
46.1911437,6.1564972,1452170596730,473.0,0.0,3.0,3.0,on_trip,0.98,impression
46.1911436,6.1564972,1452170598741,473.0,0.0,3.0,3.0,on_trip,0.98,lifecycle
46.1911436,6.1564972,1452170598741,473.0,0.0,3.0,3.0,on_trip,0.98,impression
46.2028854,6.1524117,1452171039743,450.0,0.0,3.9,3.9,on_trip,0.98,tap
46.2028854,6.1524117,1452171039743,450.0,0.0,3.9,3.9,on_trip,0.98,lifecycle
46.2028854,6.1524117,1452171039743,450.0,0.0,3.9,3.9,on_trip,0.98,impression
46.2028901,6.152412,1452171042729,449.0,0.0,3.0,3.0,on_trip,0.98,tap
46.2028901,6.152412,1452171042729,449.0,0.0,3.0,3.0,on_trip,0.98,impression
46.2028917,6.1524134,1452171044726,449.0,0.0,3.0,3.0,dispatching,0.98,impression
46.2028917,6.1524134,1452171044726,449.0,0.0,3.0,3.0,dispatching,0.98,tap
46.2028921,6.1524135,1452171047730,449.0,0.0,3.9,3.9,dispatching,0.98,impression
46.2028922,6.1524136,1452171052752,449.0,0.0,3.0,3.0,accepted,0.98,tap
46.2028922,6.1524136,1452171052752,449.0,0.0,3.0,3.0,accepted,0.98,impression
