lat,lng,gps_time_ms,altitude,speed,horizontal_accuracy,vertical_accuracy,driver_status,battery_level,type
46.174017,6.128603,1449366741589,453.0,0.0,3.0,3.0,open,0.51,impression
46.1740158,6.1286017,1449366744580,453.0,0.0,3.9,3.9,open,0.51,impression
46.1740158,6.1286017,1449366744580,453.0,0.0,3.9,3.9,open,0.51,tap
46.1740156,6.1285912,1449366746582,454.0,0.51244515,4.0,4.0,open,0.51,tap
46.1740272,6.1285717,1449366748600,453.0,0.6,3.9,3.9,open,0.51,impression
46.1740272,6.1285717,1449366748600,453.0,0.6,3.9,3.9,open,0.51,tap
46.172591,6.125909,1449366795628,454.0,0.0,3.0,3.0,open,0.52,lifecycle
46.1730695,6.1235636,1449366839052,0.0,0.0,214.793,214.793,open,0.52,lifecycle
46.1730695,6.1235636,1449366839052,0.0,0.0,214.793,214.793,open,0.52,impression
46.1816887,6.1210284,1449366898620,453.0,0.61131006,3.0,3.0,open,0.52,impression
46.1816994,6.1210484,1449366908606,453.0,0.0,4.0,4.0,open,0.53,tap
46.1816994,6.1210484,1449366908606,453.0,0.0,4.0,4.0,open,0.53,impression
46.1845898,6.122201,1449366953605,454.0,12.1637,4.0,4.0,open,0.53,tap
46.1845898,6.122201,1449366953605,454.0,12.1637,4.0,4.0,open,0.53,impression
46.1848659,6.1224462,1449366956599,454.0,11.660725,3.0,3.0,open,0.53,impression
46.1874381,6.1241401,1449367016585,436.0,2.6404736,4.0,4.0,open,0.54,impression
46.188325,6.1297977,1449367067607,436.0,12.280688,4.0,4.0,accepted,0.54,impression
46.188505,6.1301565,1449367070593,435.0,11.310747,3.0,3.0,accepted,0.54,impression
46.188505,6.1301565,1449367070593,435.0,11.310747,3.0,3.0,accepted,0.54,tap
46.1886569,6.1305035,1449367073580,433.0,11.05029,4.0,4.0,accepted,0.54,impression
46.1886569,6.1305035,1449367073580,433.0,11.05029,4.0,4.0,accepted,0.55,tap
46.1886569,6.1305035,1449367073580,433.0,11.05029,4.0,4.0,accepted,0.55,impression
46.1887604,6.1307347,1449367075582,433.0,10.462753,4.0,4.0,accepted,0.55,lifecycle
46.1887604,6.1307347,1449367075582,433.0,10.462753,4.0,4.0,accepted,0.55,impression
46.1911434,6.1363738,1449367127615,435.0,8.411165,4.0,4.0,accepted,0.55,tap
46.1911434,6.1363738,1449367127615,435.0,8.411165,4.0,4.0,accepted,0.55,lifecycle
46.1911434,6.1363738,1449367127615,435.0,8.411165,4.0,4.0,accepted,0.55,impression
46.1909608,6.1365698,1449367130590,435.0,8.169314,4.0,4.0,accepted,0.55,impression
46.1908315,6.1366963,1449367132594,436.0,8.337775,4.0,4.0,accepted,0.55,tap
46.1908315,6.1366963,1449367132594,436.0,8.337775,4.0,4.0,accepted,0.55,impression
46.1905871,6.1369302,1449367136622,434.0,6.523258,4.0,4.0,accepted,0.55,lifecycle
46.1905871,6.1369302,1449367136622,434.0,6.523258,4.0,4.0,accepted,0.55,impression
46.1902195,6.1378633,1449367167585,435.0,0.8372574,4.0,4.0,accepted,0.55,tap
46.1902195,6.1378633,1449367167585,435.0,0.8372574,4.0,4.0,accepted,0.55,lifecycle
46.1902195,6.1378633,1449367167585,435.0,0.8372574,4.0,4.0,arrived,0.55,impression
46.1902282,6.1378882,1449367170592,435.0,0.40607882,4.0,4.0,arrived,0.55,impression
46.1902441,6.1382653,1449367198604,431.0,0.5772348,4.0,4.0,arrived,0.55,tap
46.1902441,6.1382653,1449367198604,431.0,0.5772348,4.0,4.0,on_trip,0.55,impression
46.1902371,6.1382542,1449367207578,432.0,0.0,4.0,4.0,on_trip,0.6,tap
46.1902371,6.1382542,1449367207578,432.0,0.0,4.0,4.0,on_trip,0.6,impression
46.1902371,6.1382542,1449367207578,432.0,0.0,4.0,4.0,on_trip,0.6,lifecycle
46.1896696,6.153399,1449367736601,476.0,5.1633034,4.0,4.0,on_trip,0.6,tap
46.1896696,6.153399,1449367736601,476.0,5.1633034,4.0,4.0,on_trip,0.6,lifecycle
46.189696,6.1532807,1449367739581,475.0,2.189155,4.0,4.0,on_trip,0.6,impression
46.1896902,6.1532653,1449367741580,474.0,0.17029387,3.9,3.9,on_trip,0.6,impression
46.1897668,6.1528902,1449367759614,474.0,0.0,3.9,3.9,open,0.61,tap
46.1897668,6.1528902,1449367759614,474.0,0.0,3.9,3.9,open,0.61,impression
46.1897707,6.1528905,1449367762587,475.0,0.0,3.0,3.0,open,0.61,tap
46.1897707,6.1528905,1449367762587,475.0,0.0,3.0,3.0,open,0.61,impression
46.1897671,6.1528952,1449367765577,475.0,0.0,3.9,3.9,open,0.61,impression
46.1928601,6.1531936,1449367825600,467.0,8.475736,3.9,3.9,open,0.61,impression
46.1948605,6.14912,1449367883604,441.0,9.102423,4.0,4.0,open,0.62,impression
46.19641,6.1480523,1449367945582,451.0,0.0,3.9,3.9,open,0.62,impression
46.1966613,6.1476007,1449367959603,448.0,6.755805,3.9,3.9,accepted,0.62,impression
46.1966755,6.1473971,1449367962583,447.0,3.681956,3.0,3.0,accepted,0.62,tap
46.1966755,6.1473971,1449367962583,447.0,3.681956,3.0,3.0,accepted,0.62,impression
46.1966692,6.1473455,1449367964584,447.0,1.9209372,3.0,3.0,accepted,0.63,lifecycle
46.1966692,6.1473455,1449367964584,447.0,1.9209372,3.0,3.0,accepted,0.63,impression
46.1957766,6.147722,1449368063591,453.0,7.1100283,4.0,4.0,accepted,0.63,tap
46.1957766,6.147722,1449368063591,453.0,7.1100283,4.0,4.0,accepted,0.63,lifecycle
46.1957766,6.147722,1449368063591,453.0,7.1100283,4.0,4.0,accepted,0.63,impression
46.1955565,6.1479925,1449368066585,452.0,10.990073,3.0,3.0,accepted,0.63,impression
46.1953182,6.1482917,1449368069579,452.0,11.355395,4.0,4.0,accepted,0.63,tap
46.1953182,6.1482917,1449368069579,452.0,11.355395,4.0,4.0,accepted,0.63,impression
46.1947385,6.1490655,1449368086624,451.0,0.0,3.0,3.0,arrived,0.65,lifecycle
46.1947385,6.1490655,1449368086624,451.0,0.0,3.0,3.0,arrived,0.65,impression
46.1851214,6.1421925,1449368280582,430.0,0.0,3.0,3.0,arrived,0.65,tap
46.1851214,6.1421925,1449368280582,430.0,0.0,3.0,3.0,arrived,0.65,lifecycle
46.1851244,6.1421928,1449368282594,430.0,0.0,3.0,3.0,arrived,0.65,impression
46.1851298,6.1421891,1449368373609,430.0,0.0,9.0,9.0,arrived,0.66,tap
46.1851298,6.1421891,1449368373609,430.0,0.0,9.0,9.0,arrived,0.66,impression
46.1851299,6.1421892,1449368376605,430.0,0.0,9.0,9.0,arrived,0.66,tap
46.1851299,6.1421892,1449368376605,430.0,0.0,9.0,9.0,arrived,0.66,impression
46.1851299,6.1421892,1449368379599,430.0,0.0,9.0,9.0,arrived,0.66,tap
46.1851299,6.1421892,1449368379599,430.0,0.0,9.0,9.0,arrived,0.66,impression
46.1851301,6.1421893,1449368384586,430.0,0.0,9.0,9.0,arrived,0.68,lifecycle
46.1851301,6.1421893,1449368384586,430.0,0.0,9.0,9.0,arrived,0.68,impression
46.1851296,6.1421916,1449368538627,431.0,0.0,9.0,9.0,arrived,0.68,tap
46.1851296,6.1421916,1449368538627,431.0,0.0,9.0,9.0,arrived,0.68,lifecycle
46.1851296,6.1421916,1449368538627,431.0,0.0,9.0,9.0,arrived,0.68,impression
46.1851293,6.1421908,1449368600620,431.0,0.0,9.0,9.0,on_trip,0.68,tap
46.1851292,6.1421908,1449368603586,431.0,0.0,9.0,9.0,on_trip,0.68,impression
46.1851292,6.1421908,1449368603586,431.0,0.0,9.0,9.0,on_trip,0.73,impression
46.1851292,6.1421909,1449368605602,431.0,0.0,9.0,9.0,on_trip,0.73,tap
46.1851292,6.1421909,1449368605602,431.0,0.0,9.0,9.0,on_trip,0.73,impression
46.1851292,6.1421909,1449368605602,431.0,0.0,9.0,9.0,on_trip,0.73,lifecycle
46.213304,6.1454497,1449369163596,444.0,5.190087,10.0,10.0,on_trip,0.73,tap
46.213304,6.1454497,1449369163596,444.0,5.190087,10.0,10.0,on_trip,0.73,lifecycle
46.213304,6.1454497,1449369163596,444.0,5.190087,10.0,10.0,on_trip,0.73,impression
46.2133896,6.145536,1449369166585,445.0,3.2459977,10.0,10.0,on_trip,0.73,impression
46.2134629,6.1455941,1449369169576,445.0,3.2718496,10.0,10.0,open,0.73,tap
46.2134629,6.1455941,1449369169576,445.0,3.2718496,10.0,10.0,open,0.73,impression
46.2135006,6.1456145,1449369171580,446.0,2.6913567,12.0,12.0,open,0.73,impression
46.2135006,6.1456145,1449369171580,446.0,2.6913567,12.0,12.0,open,0.73,tap
46.2135049,6.1455832,1449369174577,445.0,0.68883955,11.0,11.0,open,0.73,impression
46.2135049,6.1455832,1449369174577,445.0,0.68883955,11.0,11.0,open,0.73,tap
46.2128788,6.1477167,1449369234603,434.0,0.0,3.0,3.0,open,0.74,impression
46.2123082,6.1495083,1449369295593,430.0,7.341744,4.0,4.0,open,0.75,impression
46.2094694,6.1478347,1449369355602,428.0,0.0,7.0,7.0,open,0.75,impression
46.2080809,6.1449602,1449369414628,428.0,8.151987,5.0,5.0,open,0.76,impression
46.2082372,6.1441042,1449369428605,431.0,0.0,4.0,4.0,dispatching,0.76,impression
46.2082372,6.1441042,1449369428605,431.0,0.0,4.0,4.0,accepted,0.76,impression
46.2082535,6.1440965,1449369431578,432.0,0.0,4.0,4.0,accepted,0.76,tap
46.2082535,6.1440965,1449369431578,432.0,0.0,4.0,4.0,accepted,0.76,impression
46.2082612,6.1440996,1449369433584,431.0,0.0,5.0,5.0,accepted,0.76,tap
46.2082612,6.1440996,1449369433584,431.0,0.0,5.0,5.0,accepted,0.76,impression
46.2082612,6.1440996,1449369433584,431.0,0.0,5.0,5.0,accepted,0.76,lifecycle
46.2082612,6.1440996,1449369433584,431.0,0.0,5.0,5.0,accepted,0.77,impression
46.211133,6.1432762,1449369577601,439.0,11.66412,6.0,6.0,accepted,0.77,tap
46.211133,6.1432762,1449369577601,439.0,11.66412,6.0,6.0,accepted,0.77,lifecycle
46.211133,6.1432762,1449369577601,439.0,11.66412,6.0,6.0,accepted,0.77,impression
46.21129,6.1429314,1449369580574,439.0,10.65,20.0,20.0,accepted,0.77,impression
46.211395,6.1420828,1449369585595,438.0,12.072588,17.0,17.0,accepted,0.77,tap
46.211395,6.1420828,1449369585595,438.0,12.072588,17.0,17.0,accepted,0.77,impression
46.2115083,6.1417515,1449369588600,437.0,8.783279,14.0,14.0,arrived,0.77,lifecycle
46.2115083,6.1417515,1449369588600,437.0,8.783279,14.0,14.0,arrived,0.77,impression
46.2118419,6.1414337,1449369620821,0.0,0.0,12.903,12.903,arrived,0.77,tap
46.2118419,6.1414337,1449369620821,0.0,0.0,12.903,12.903,arrived,0.77,lifecycle
46.2118419,6.1414337,1449369620821,0.0,0.0,12.903,12.903,on_trip,0.77,impression
46.211842,6.1414337,1449369623589,438.0,0.0,10.0,10.0,on_trip,0.77,impression
46.2118422,6.1414337,1449369626574,438.0,0.0,10.0,10.0,on_trip,0.77,tap
46.2118422,6.1414337,1449369626574,438.0,0.0,10.0,10.0,on_trip,0.77,impression
46.2118423,6.1414338,1449369628581,438.0,0.0,10.0,10.0,on_trip,0.86,impression
46.2118423,6.1414338,1449369628581,438.0,0.0,10.0,10.0,on_trip,0.86,tap
46.2118423,6.1414338,1449369628581,438.0,0.0,10.0,10.0,on_trip,0.86,lifecycle
46.2833236,6.1529501,1449370551592,475.0,0.0,3.9,3.9,on_trip,0.86,tap
46.2833236,6.1529501,1449370551592,475.0,0.0,3.9,3.9,on_trip,0.86,lifecycle
46.2833264,6.1529495,1449370553610,476.0,0.0,3.9,3.9,on_trip,0.86,impression
46.2833321,6.1529502,1449370560591,478.0,0.0,3.0,3.0,on_trip,0.86,tap
46.2833321,6.1529502,1449370560591,478.0,0.0,3.0,3.0,on_trip,0.86,impression
46.2833322,6.1529503,1449370562605,478.0,0.0,4.0,4.0,open,0.86,impression
46.2833322,6.1529503,1449370562605,478.0,0.0,4.0,4.0,open,0.86,tap
46.2833322,6.1529503,1449370565570,478.0,0.0,5.0,5.0,open,0.86,tap
46.2833322,6.1529503,1449370565570,478.0,0.0,5.0,5.0,open,0.86,impression
46.2833277,6.1529629,1449370568576,479.0,0.5255473,3.0,3.0,open,0.86,impression
46.2832815,6.1530605,1449370581594,477.0,1.7608237,4.0,4.0,open,0.87,tap
46.2832815,6.1530605,1449370581594,477.0,1.7608237,4.0,4.0,open,0.87,lifecycle
46.2771585,6.1684091,1449370764586,430.0,10.473738,4.0,4.0,open,0.87,lifecycle
46.2771585,6.1684091,1449370764586,430.0,10.473738,4.0,4.0,open,0.87,impression
46.2740553,6.1673744,1449370824601,432.0,8.32,3.0,3.0,open,0.88,impression
46.2709414,6.1658753,1449370850614,429.0,14.32017,3.0,3.0,dispatching,0.88,impression
46.2705849,6.1656675,1449370853577,428.0,14.08818,3.9,3.9,dispatching,0.88,impression
46.2700312,6.1653273,1449370858603,428.0,13.670717,3.0,3.0,accepted,0.88,tap
46.2696586,6.1650992,1449370861574,429.0,15.390081,3.9,3.9,accepted,0.88,impression
46.2696586,6.1650992,1449370861574,429.0,15.390081,3.9,3.9,accepted,0.88,tap
46.2693965,6.1649244,1449370863580,430.0,16.25277,3.9,3.9,accepted,0.88,lifecycle
46.2693965,6.1649244,1449370863580,430.0,16.25277,3.9,3.9,accepted,0.88,impression
46.268577,6.164413,1449370869584,431.0,17.120012,3.9,3.9,accepted,0.88,tap
46.268577,6.164413,1449370869584,431.0,17.120012,3.9,3.9,accepted,0.88,lifecycle
46.2682805,6.164247,1449370871580,431.0,17.23094,4.0,4.0,accepted,0.88,impression
46.2680016,6.1640575,1449370873579,431.0,17.230143,3.9,3.9,accepted,0.88,tap
46.2680016,6.1640575,1449370873579,431.0,17.230143,3.9,3.9,accepted,0.88,impression
46.2667556,6.1632391,1449370882603,428.0,16.960238,3.0,3.0,open,0.89,lifecycle
46.2667556,6.1632391,1449370882603,428.0,16.960238,3.0,3.0,open,0.89,impression
46.2599988,6.1583862,1449370930603,430.0,18.58211,3.0,3.0,open,0.89,lifecycle
46.2599988,6.1583862,1449370930603,430.0,18.58211,3.0,3.0,open,0.89,impression
46.259568,6.1580201,1449370933578,429.0,18.290888,3.9,3.9,open,0.89,impression
46.259568,6.1580201,1449370933578,429.0,18.290888,3.9,3.9,open,0.89,tap
46.2535349,6.1533455,1449370993600,424.0,12.440063,3.9,3.9,open,0.89,impression
46.2477249,6.1509804,1449371054605,428.0,17.275604,3.0,3.0,open,0.9,impression
46.2433736,6.1515848,1449371083573,431.0,15.960012,3.9,3.9,dispatching,0.91,lifecycle
46.2270596,6.1484973,1449371206624,431.0,15.390469,3.0,3.0,dispatching,0.91,impression
46.2270596,6.1484973,1449371206624,431.0,15.390469,3.0,3.0,dispatching,0.91,lifecycle
46.2261109,6.1481025,1449371213600,426.0,15.504906,4.0,4.0,accepted,0.91,tap
46.2261109,6.1481025,1449371213600,426.0,15.504906,4.0,4.0,accepted,0.91,impression
46.2257153,6.1479409,1449371216571,427.0,15.210556,5.0,5.0,accepted,0.93,tap
46.2257153,6.1479409,1449371216571,427.0,15.210556,5.0,5.0,accepted,0.93,impression
46.2254401,6.1479101,1449371218613,427.0,14.534099,4.0,4.0,accepted,0.93,lifecycle
46.2254401,6.1479101,1449371218613,427.0,14.534099,4.0,4.0,accepted,0.93,impression
46.2104062,6.1460431,1449371430598,431.0,2.4424784,5.0,5.0,accepted,0.93,tap
46.2104062,6.1460431,1449371430598,431.0,2.4424784,5.0,5.0,accepted,0.93,lifecycle
46.2104062,6.1460431,1449371430598,431.0,2.4424784,5.0,5.0,arrived,0.93,impression
46.2103725,6.1460249,1449371433572,435.0,1.04,4.0,4.0,arrived,0.93,impression
46.2103596,6.1460367,1449371438594,436.0,0.63631755,4.0,4.0,arrived,0.93,lifecycle
46.2103596,6.1460367,1449371438594,436.0,0.63631755,4.0,4.0,arrived,0.93,impression
46.2102446,6.1460066,1449371456586,434.0,0.0,4.0,4.0,arrived,0.93,tap
46.2102446,6.1460066,1449371456586,434.0,0.0,4.0,4.0,arrived,0.93,lifecycle
46.2102446,6.1460066,1449371456586,434.0,0.0,4.0,4.0,arrived,0.93,impression
46.2102523,6.1460128,1449371459607,432.0,0.0,4.0,4.0,arrived,0.93,impression
46.2102515,6.1460145,1449371462573,432.0,0.0,3.0,3.0,on_trip,0.93,tap
46.2102515,6.1460145,1449371462573,432.0,0.0,3.0,3.0,on_trip,0.93,impression
46.2102514,6.1460148,1449371464577,432.0,0.0,3.0,3.0,on_trip,0.93,impression
46.2102513,6.1460149,1449371466591,432.0,0.0,4.0,4.0,on_trip,0.93,tap
46.2102513,6.1460149,1449371466591,432.0,0.0,4.0,4.0,on_trip,0.93,impression
46.2102513,6.1460149,1449371466591,432.0,0.0,4.0,4.0,on_trip,0.95,lifecycle
46.2102513,6.1460149,1449371466591,432.0,0.0,4.0,4.0,on_trip,0.95,impression
46.1980277,6.13913,1449371802596,429.0,1.25004,4.0,4.0,on_trip,0.95,tap
46.1980277,6.13913,1449371802596,429.0,1.25004,4.0,4.0,on_trip,0.95,lifecycle
46.1980277,6.13913,1449371802596,429.0,1.25004,4.0,4.0,on_trip,0.95,impression
46.1980014,6.1391298,1449371805575,430.0,0.75,4.0,4.0,on_trip,0.95,tap
46.1980014,6.1391298,1449371805575,430.0,0.75,4.0,4.0,on_trip,0.95,impression
46.1979814,6.1391326,1449371809577,430.0,0.29410884,4.0,4.0,on_trip,0.98,lifecycle
46.1979814,6.1391326,1449371809577,430.0,0.29410884,4.0,4.0,on_trip,0.98,impression
46.2012577,6.1409526,1449372522590,427.0,3.676588,5.0,5.0,on_trip,0.98,tap
46.2012577,6.1409526,1449372522590,427.0,3.676588,5.0,5.0,on_trip,0.98,lifecycle
46.2012577,6.1409526,1449372522590,427.0,3.676588,5.0,5.0,on_trip,0.98,impression
46.201318,6.1411208,1449372525573,424.0,5.270342,6.0,6.0,on_trip,0.98,impression
46.201318,6.1411208,1449372525573,424.0,5.270342,6.0,6.0,on_trip,0.98,tap
46.2016253,6.1414828,1449372546576,418.0,0.0,5.0,5.0,on_trip,0.98,tap
46.2016253,6.1414828,1449372546576,418.0,0.0,5.0,5.0,on_trip,0.98,impression
46.2016323,6.1414821,1449372551572,418.0,0.0,4.0,4.0,on_trip,0.98,tap
46.2016323,6.1414821,1449372551572,418.0,0.0,4.0,4.0,on_trip,0.98,impression
46.2016288,6.1414785,1449372553578,419.0,0.0,3.9,3.9,on_trip,0.99,lifecycle
46.2016288,6.1414785,1449372553578,419.0,0.0,3.9,3.9,on_trip,0.99,impression
46.1976011,6.1502131,1449372723571,442.0,7.8578944,4.0,4.0,on_trip,0.99,tap
46.1976011,6.1502131,1449372723571,442.0,7.8578944,4.0,4.0,on_trip,0.99,lifecycle
46.1976011,6.1502131,1449372723571,442.0,7.8578944,4.0,4.0,on_trip,0.99,impression
46.1979477,6.1507094,1449372728585,441.0,11.764354,5.0,5.0,on_trip,0.99,tap
46.1985366,6.1516144,1449372736597,439.0,12.350405,5.0,5.0,on_trip,0.99,tap
46.1985366,6.1516144,1449372736597,439.0,12.350405,5.0,5.0,on_trip,0.99,impression
46.1987718,6.1519682,1449372739574,438.0,12.662879,5.0,5.0,on_trip,0.99,tap
46.1987718,6.1519682,1449372739574,438.0,12.662879,5.0,5.0,on_trip,0.99,impression
46.1987718,6.1519682,1449372739574,438.0,12.662879,5.0,5.0,on_trip,0.99,lifecycle
46.1963146,6.1657275,1449372848598,464.0,1.8971821,3.0,3.0,on_trip,0.99,tap
46.1963146,6.1657275,1449372848598,464.0,1.8971821,3.0,3.0,on_trip,0.99,lifecycle
46.1963146,6.1657275,1449372848598,464.0,1.8971821,3.0,3.0,on_trip,0.99,impression
46.1963078,6.1657597,1449372851593,467.0,0.76609397,4.0,4.0,on_trip,0.99,impression
46.1963078,6.1657597,1449372851593,467.0,0.76609397,4.0,4.0,on_trip,0.99,tap
46.1963034,6.1657687,1449372863593,464.0,0.0,3.9,3.9,on_trip,0.99,tap
46.1963034,6.1657687,1449372863593,464.0,0.0,3.9,3.9,on_trip,0.99,impression
46.1963034,6.1657687,1449372863593,464.0,0.0,3.9,3.9,on_trip,1.0,tap
46.1963034,6.1657687,1449372863593,464.0,0.0,3.9,3.9,on_trip,1.0,impression
46.1963106,6.165774,1449372866566,463.0,0.0,5.0,5.0,on_trip,1.0,lifecycle
46.1963106,6.165774,1449372866566,463.0,0.0,5.0,5.0,on_trip,1.0,impression
46.1940156,6.2052726,1449373227575,475.0,0.94826156,4.0,4.0,on_trip,1.0,tap
46.1940156,6.2052726,1449373227575,475.0,0.94826156,4.0,4.0,on_trip,1.0,lifecycle
46.1940156,6.2052726,1449373227575,475.0,0.94826156,4.0,4.0,on_trip,1.0,impression
46.1940093,6.2052773,1449373229594,477.0,0.0,4.0,4.0,on_trip,1.0,impression
46.1940024,6.205296,1449373232564,478.0,0.0,4.0,4.0,on_trip,1.0,tap
46.1940024,6.205296,1449373232564,478.0,0.0,4.0,4.0,on_trip,1.0,impression
46.1940033,6.2052989,1449373234606,479.0,0.0,4.0,4.0,open,1.0,impression
46.1940033,6.2052989,1449373234606,479.0,0.0,4.0,4.0,open,1.0,tap
46.1940049,6.2053067,1449373237605,480.0,0.0,4.0,4.0,open,1.0,impression
46.1940049,6.2053067,1449373237605,480.0,0.0,4.0,4.0,open,1.0,tap
46.1937422,6.204592,1449373282600,472.0,7.2003403,3.0,3.0,open,1.0,lifecycle
46.193808,6.2044388,1449373284599,473.0,7.0002427,4.0,4.0,dispatching,1.0,impression
46.193808,6.2044388,1449373284599,473.0,7.0002427,4.0,4.0,dispatching,1.0,lifecycle
46.193808,6.2044388,1449373284599,473.0,7.0002427,4.0,4.0,accepted,1.0,impression
46.1939144,6.2042098,1449373289584,473.0,3.6343498,4.0,4.0,accepted,1.0,tap
46.1939144,6.2042098,1449373289584,473.0,3.6343498,4.0,4.0,accepted,1.0,impression
46.194029,6.2040562,1449373294591,470.0,3.387403,4.0,4.0,accepted,1.0,tap
46.194029,6.2040562,1449373294591,470.0,3.387403,4.0,4.0,accepted,1.0,impression
46.194029,6.2040562,1449373294591,470.0,3.387403,4.0,4.0,accepted,1.0,lifecycle
46.1934494,6.2033632,1449373305590,468.0,11.353211,3.9,3.9,accepted,1.0,tap
46.1934494,6.2033632,1449373305590,468.0,11.353211,3.9,3.9,accepted,1.0,lifecycle
46.1934494,6.2033632,1449373305590,468.0,11.353211,3.9,3.9,accepted,1.0,impression
46.1932271,6.203126,1449373308577,468.0,8.821451,4.0,4.0,accepted,1.0,impression
46.1932271,6.203126,1449373308577,468.0,8.821451,4.0,4.0,accepted,1.0,tap
46.193083,6.2030151,1449373313610,468.0,1.4235168,6.0,6.0,open,1.0,lifecycle
46.193083,6.2030151,1449373313610,468.0,1.4235168,6.0,6.0,open,1.0,impression
46.1930564,6.2029873,1449373318614,471.0,0.47,6.0,6.0,open,1.0,lifecycle
46.1930564,6.2029873,1449373318614,471.0,0.47,6.0,6.0,open,1.0,impression
46.1930564,6.2029873,1449373318614,471.0,0.47,6.0,6.0,open,1.0,tap
46.1930493,6.2029678,1449373321585,473.0,0.0,5.0,5.0,open,1.0,impression
46.1918887,6.2022529,1449373346594,473.0,3.3833268,4.0,4.0,open,1.0,tap
46.1918887,6.2022529,1449373346594,473.0,3.3833268,4.0,4.0,open,1.0,lifecycle
46.1808174,6.1875701,1449373572597,444.0,13.180243,3.9,3.9,open,1.0,lifecycle
46.180654,6.187334,1449373574987,0.0,0.0,9.485,9.485,open,1.0,impression
46.1815541,6.1816756,1449373621606,447.0,12.068393,3.0,3.0,dispatching,1.0,impression
46.1817396,6.1813167,1449373624563,449.0,11.887628,4.0,4.0,open,1.0,tap
46.1817396,6.1813167,1449373624563,449.0,11.887628,4.0,4.0,open,1.0,impression
46.1817946,6.1810961,1449373626598,449.0,10.025433,3.9,3.9,open,1.0,tap
46.1817946,6.1810961,1449373626598,449.0,10.025433,3.9,3.9,open,1.0,impression
46.1817946,6.1810961,1449373626598,449.0,10.025433,3.9,3.9,open,1.0,lifecycle
46.1849708,6.1731218,1449373685597,462.0,10.2907,3.0,3.0,open,1.0,lifecycle
46.1849708,6.1731218,1449373685597,462.0,10.2907,3.0,3.0,open,1.0,impression
46.1851583,6.1727926,1449373688568,462.0,11.05029,3.9,3.9,open,1.0,impression
46.1851583,6.1727926,1449373688568,462.0,11.05029,3.9,3.9,open,1.0,tap
46.1900382,6.1669678,1449373747597,467.0,12.502116,3.0,3.0,open,1.0,impression
46.1930287,6.1625047,1449373808566,467.0,0.0,4.0,4.0,open,1.0,impression
46.1930295,6.1624814,1449373867599,468.0,0.0,3.0,3.0,open,1.0,impression
46.1930297,6.1624801,1449373930571,468.0,0.0,3.9,3.9,open,1.0,impression
46.1930297,6.1624781,1449373990582,469.0,0.0,3.9,3.9,open,1.0,impression
46.1930303,6.1624765,1449374050574,469.0,0.0,3.9,3.9,open,1.0,impression
46.1930299,6.1624758,1449374110570,470.0,0.0,3.9,3.9,open,1.0,impression
46.1930297,6.162476,1449374168598,470.0,0.0,3.9,3.9,open,1.0,impression
46.193031,6.1624773,1449374226604,470.0,0.0,3.9,3.9,open,0.99,impression
46.1930313,6.162478,1449374290580,470.0,0.0,8.0,8.0,open,0.99,impression
46.1934261,6.1616391,1449374350572,466.0,9.181395,4.0,4.0,open,0.99,impression
46.1964483,6.1547566,1449374408590,450.0,11.770957,6.0,6.0,open,0.98,impression
46.196485,6.1480417,1449374468587,442.0,11.092597,4.0,4.0,open,0.98,impression
46.1966038,6.1465781,1449374478597,439.0,11.4036875,4.0,4.0,dispatching,0.98,impression
46.1966465,6.1459701,1449374482564,437.0,12.352251,4.0,4.0,accepted,0.98,tap
46.1966897,6.1457105,1449374484561,435.0,11.673856,4.0,4.0,accepted,0.98,impression
46.1967828,6.1454791,1449374486561,435.0,9.501348,4.0,4.0,accepted,0.98,tap
46.1967828,6.1454791,1449374486561,435.0,9.501348,4.0,4.0,accepted,0.98,impression
46.1968809,6.1453223,1449374488562,435.0,8.745147,4.0,4.0,accepted,0.97,lifecycle
46.1968809,6.1453223,1449374488562,435.0,8.745147,4.0,4.0,accepted,0.97,impression
46.1957157,6.1462843,1449374556592,432.0,6.2845845,6.0,6.0,accepted,0.97,tap
46.1957157,6.1462843,1449374556592,432.0,6.2845845,6.0,6.0,accepted,0.97,lifecycle
46.1957157,6.1462843,1449374556592,432.0,6.2845845,6.0,6.0,accepted,0.97,impression
46.1955712,6.146513,1449374559637,432.0,6.826163,5.0,5.0,accepted,0.97,impression
46.195502,6.1465929,1449374562560,435.0,1.3274035,5.0,5.0,accepted,0.97,tap
46.195502,6.1465929,1449374562560,435.0,1.3274035,5.0,5.0,accepted,0.97,impression
46.1955187,6.1466251,1449374564583,437.0,0.45221677,5.0,5.0,arrived,0.97,lifecycle
46.1955187,6.1466251,1449374564583,437.0,0.45221677,5.0,5.0,arrived,0.97,impression
46.1942952,6.1471593,1449374603597,436.0,8.46029,8.0,8.0,arrived,0.97,tap
46.1942952,6.1471593,1449374603597,436.0,8.46029,8.0,8.0,arrived,0.97,lifecycle
46.194475,6.1469889,1449374605635,435.0,9.560047,10.0,10.0,arrived,0.97,impression
46.1945377,6.1468281,1449374608559,436.0,4.7115707,9.0,9.0,arrived,0.97,impression
46.1945377,6.1468281,1449374608559,436.0,4.7115707,9.0,9.0,arrived,0.97,lifecycle
46.1947562,6.1466394,1449374635630,445.0,1.031746,5.0,5.0,arrived,0.97,tap
46.1947562,6.1466394,1449374635630,445.0,1.031746,5.0,5.0,arrived,0.97,lifecycle
